employee_id,survey_date,satisfaction_score,engagement_index,manager_effectiveness,enps,comments
245,2025-10-01,7,6,6,34,Meets most expectations; focus on prioritization and follow‑through.
246,2023-10-01,6,5,6,41,Works well with peers; develop deeper technical/role‑specific skills.
246,2024-10-01,9,5,7,-7,Reliable contributor with solid results and good collaboration.
246,2025-10-01,6,9,6,40,Reliable contributor with solid results and good collaboration.
247,2024-10-01,6,7,6,-12,Solid foundation—set clearer milestones to improve predictability.
247,2025-10-01,8,5,6,-5,Improve consistency and proactively flag risks earlier.
248,2021-10-01,7,9,7,3,Good performance with growing influence across the team.
248,2022-10-01,8,5,6,-2,Improve consistency and proactively flag risks earlier.
248,2023-10-01,8,9,8,25,Quality of work is strong; continue building cross‑functional partnerships.
248,2024-10-01,7,9,7,44,Good performance with growing influence across the team.
248,2025-10-01,6,5,6,47,Improve consistency and proactively flag risks earlier.
249,2024-10-01,7,6,8,1,Quality of work is strong; continue building cross‑functional partnerships.
249,2025-10-01,6,5,7,44,Solid foundation—set clearer milestones to improve predictability.
250,2022-10-01,9,7,7,36,Quality of work is strong; continue building cross‑functional partnerships.
250,2023-10-01,6,6,8,28,Improve consistency and proactively flag risks earlier.
250,2024-10-01,9,6,7,32,Reliable contributor with solid results and good collaboration.
250,2025-04-01,5,7,5,40,Engagement is steady; increase participation in reviews and retros.
251,2023-10-01,6,7,6,39,Solid foundation—set clearer milestones to improve predictability.
251,2024-10-01,6,9,7,43,Shows steady progress and communicates effectively with stakeholders.
251,2025-10-01,8,7,6,-10,Positive attitude and dependable delivery on commitments.
252,2020-10-01,8,8,6,29,Quality of work is strong; continue building cross‑functional partnerships.
252,2021-10-01,8,8,8,67,Shows steady progress and communicates effectively with stakeholders.
252,2022-10-01,9,6,9,17,Reliable contributor with solid results and good collaboration.
252,2023-10-01,9,6,6,40,Reliable contributor with solid results and good collaboration.
252,2024-10-01,8,6,6,66,Meets most expectations; focus on prioritization and follow‑through.
252,2025-10-01,9,5,9,36,Reliable contributor with solid results and good collaboration.
253,2020-10-01,6,5,7,30,Engagement is steady; increase participation in reviews and retros.
253,2021-10-01,9,9,6,1,Positive attitude and dependable delivery on commitments.
253,2022-10-01,6,7,7,23,Improve consistency and proactively flag risks earlier.
253,2023-10-01,7,9,9,-5,Reliable contributor with solid results and good collaboration.
253,2024-10-01,7,8,9,15,Good performance with growing influence across the team.
253,2025-10-01,8,8,8,40,Reliable contributor with solid results and good collaboration.
254,2024-10-20,7,7,7,-1,Reliable contributor with solid results and good collaboration.
254,2025-10-01,9,8,8,-2,Quality of work is strong; continue building cross‑functional partnerships.
255,2024-10-29,4,6,7,-7,Improve consistency and proactively flag risks earlier.
255,2025-10-01,9,5,6,12,Solid foundation—set clearer milestones to improve predictability.
256,2023-10-01,9,8,7,60,Quality of work is strong; continue building cross‑functional partnerships.
256,2024-03-09,7,5,9,43,Quality of work is strong; continue building cross‑functional partnerships.
256,2025-10-01,7,5,6,-14,Solid foundation—set clearer milestones to improve predictability.
257,2021-10-01,6,8,6,2,Meets most expectations; focus on prioritization and follow‑through.
257,2022-10-01,9,9,8,-1,Consistently exceeds expectations and sets a strong example for the team.
257,2023-10-01,8,9,6,-11,Shows steady progress and communicates effectively with stakeholders.
257,2024-06-29,6,7,6,7,Meets most expectations; focus on prioritization and follow‑through.
257,2025-10-01,9,8,7,17,Quality of work is strong; continue building cross‑functional partnerships.
258,2020-10-01,9,8,8,49,Quality of work is strong; continue building cross‑functional partnerships.
258,2021-10-01,8,9,6,-16,Quality of work is strong; continue building cross‑functional partnerships.
258,2022-10-01,9,5,9,37,Positive attitude and dependable delivery on commitments.
258,2023-10-01,8,8,9,38,Reliable contributor with solid results and good collaboration.
258,2024-10-01,6,5,7,51,Meets most expectations; focus on prioritization and follow‑through.
258,2025-10-01,8,6,9,35,Reliable contributor with solid results and good collaboration.
259,2023-10-01,7,7,9,42,Reliable contributor with solid results and good collaboration.
259,2024-10-01,6,9,9,64,Shows steady progress and communicates effectively with stakeholders.
259,2025-10-01,9,8,7,44,Shows steady progress and communicates effectively with stakeholders.
260,2021-10-01,6,8,8,43,Quality of work is strong; continue building cross‑functional partnerships.
260,2022-10-01,9,9,8,16,Demonstrates exceptional ownership and delivers high‑quality work.
260,2023-10-01,8,5,6,55,Solid foundation—set clearer milestones to improve predictability.
260,2024-10-01,6,6,8,24,Engagement is steady; increase participation in reviews and retros.
260,2025-10-01,6,7,9,-8,Quality of work is strong; continue building cross‑functional partnerships.
261,2024-10-01,9,7,8,32,Reliable contributor with solid results and good collaboration.
261,2025-10-01,8,5,7,11,Works well with peers; develop deeper technical/role‑specific skills.
262,2022-10-01,7,7,6,68,Works well with peers; develop deeper technical/role‑specific skills.
262,2023-10-01,6,7,6,23,Improve consistency and proactively flag risks earlier.
262,2024-10-01,7,5,8,-16,Meets most expectations; focus on prioritization and follow‑through.
262,2025-10-01,9,8,9,14,Exhibits strong leadership and proactive problem solving.
263,2021-10-01,6,8,6,20,Solid foundation—set clearer milestones to improve predictability.
263,2022-10-01,9,9,9,21,Exhibits strong leadership and proactive problem solving.
263,2023-10-01,6,8,6,68,Works well with peers; develop deeper technical/role‑specific skills.
263,2024-06-19,6,8,7,41,Positive attitude and dependable delivery on commitments.
263,2025-10-01,7,7,9,44,Positive attitude and dependable delivery on commitments.
264,2023-10-01,8,6,8,26,Positive attitude and dependable delivery on commitments.
264,2024-07-18,9,1,4,64,Requires closer adherence to deadlines and clearer status updates.
264,2025-01-15,1,8,3,-15,Below expectations; create an action plan to address quality gaps.
265,2022-10-01,9,6,9,61,Shows steady progress and communicates effectively with stakeholders.
265,2023-10-01,6,9,7,16,Reliable contributor with solid results and good collaboration.
265,2024-10-01,8,5,8,53,Shows steady progress and communicates effectively with stakeholders.
265,2025-10-01,9,6,6,54,Reliable contributor with solid results and good collaboration.
266,2024-05-26,7,8,5,20,Solid foundation—set clearer milestones to improve predictability.
266,2025-10-01,6,9,8,14,Good performance with growing influence across the team.
267,2024-10-10,8,7,6,38,Positive attitude and dependable delivery on commitments.
267,2025-10-01,6,9,9,34,Good performance with growing influence across the team.
268,2025-10-01,7,7,6,63,Solid foundation—set clearer milestones to improve predictability.
269,2020-10-01,8,9,8,35,Shows steady progress and communicates effectively with stakeholders.
269,2021-10-01,8,6,9,31,Good performance with growing influence across the team.
269,2022-10-01,8,9,9,65,Exhibits strong leadership and proactive problem solving.
269,2023-10-01,7,5,7,53,Works well with peers; develop deeper technical/role‑specific skills.
269,2024-03-19,4,9,9,21,Good performance with growing influence across the team.
269,2025-10-01,9,6,9,14,Reliable contributor with solid results and good collaboration.
270,2025-10-01,9,9,6,46,Shows steady progress and communicates effectively with stakeholders.
271,2023-10-01,7,7,9,-2,Positive attitude and dependable delivery on commitments.
271,2024-01-31,6,7,6,25,Solid foundation—set clearer milestones to improve predictability.
271,2025-10-01,7,6,8,35,Reliable contributor with solid results and good collaboration.
272,2021-10-01,9,7,6,61,Positive attitude and dependable delivery on commitments.
272,2022-10-01,7,8,8,16,Positive attitude and dependable delivery on commitments.
272,2023-10-01,7,7,7,31,Reliable contributor with solid results and good collaboration.
272,2024-10-01,7,5,7,4,Meets most expectations; focus on prioritization and follow‑through.
272,2025-10-01,6,6,8,39,Works well with peers; develop deeper technical/role‑specific skills.
273,2024-10-01,9,9,9,34,Demonstrates exceptional ownership and delivers high‑quality work.
273,2025-08-05,7,5,5,-8,Meets most expectations; focus on prioritization and follow‑through.
274,2024-06-08,5,7,5,-8,Engagement is steady; increase participation in reviews and retros.
274,2025-03-17,7,5,6,29,Engagement is steady; increase participation in reviews and retros.
275,2023-10-01,6,6,7,14,Engagement is steady; increase participation in reviews and retros.
275,2024-10-01,7,5,8,15,Improve consistency and proactively flag risks earlier.
275,2025-05-28,7,6,6,64,Works well with peers; develop deeper technical/role‑specific skills.
276,2020-10-01,7,5,9,-18,Good performance with growing influence across the team.
276,2021-10-01,6,5,8,57,Engagement is steady; increase participation in reviews and retros.
276,2022-10-01,8,5,9,26,Good performance with growing influence across the team.
276,2023-10-01,6,8,7,10,Reliable contributor with solid results and good collaboration.
276,2024-10-01,6,9,6,46,Positive attitude and dependable delivery on commitments.
276,2025-10-01,8,8,6,10,Shows steady progress and communicates effectively with stakeholders.
277,2021-10-01,6,7,8,54,Positive attitude and dependable delivery on commitments.
277,2022-10-01,9,6,9,7,Quality of work is strong; continue building cross‑functional partnerships.
277,2023-10-01,7,5,7,7,Solid foundation—set clearer milestones to improve predictability.
277,2024-10-01,8,8,9,12,Shows steady progress and communicates effectively with stakeholders.
277,2025-10-01,6,8,8,69,Good performance with growing influence across the team.
278,2024-10-01,6,7,9,40,Good performance with growing influence across the team.
278,2025-10-01,7,7,7,26,Reliable contributor with solid results and good collaboration.
279,2022-10-01,9,7,8,-18,Reliable contributor with solid results and good collaboration.
279,2023-10-01,6,5,7,12,Improve consistency and proactively flag risks earlier.
279,2024-07-23,8,8,10,84,Highly engaged; drives initiatives and mentors peers effectively.
279,2025-10-01,9,7,8,67,Positive attitude and dependable delivery on commitments.
280,2025-10-01,6,9,7,36,Positive attitude and dependable delivery on commitments.
281,2021-10-01,9,5,9,12,Shows steady progress and communicates effectively with stakeholders.
281,2022-10-01,8,5,7,18,Meets most expectations; focus on prioritization and follow‑through.
281,2023-10-01,7,6,9,60,Positive attitude and dependable delivery on commitments.
281,2024-08-07,4,3,6,5,Needs improvement in core responsibilities and responsiveness.
281,2025-10-01,8,8,6,15,Shows steady progress and communicates effectively with stakeholders.
282,2022-10-01,6,8,9,32,Quality of work is strong; continue building cross‑functional partnerships.
282,2023-10-01,8,8,6,0,Quality of work is strong; continue building cross‑functional partnerships.
282,2024-10-01,8,9,6,25,Reliable contributor with solid results and good collaboration.
